Crypto Currency Identifier,Dataset Name,table_name,column_name,data_type,description(given),description(generated)
Polkadot (DOT),crypto_polkadot,extrinsics2093,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2093,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,extrinsics2093,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,extrinsics2093,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,extrinsics2093,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,extrinsics2093,status,BOOL,,
Polkadot (DOT),crypto_polkadot,balances0,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances0,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances0,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances0,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances0,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances0,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,parent_hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2031,state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,extrinsics_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,blocks2031,author_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,author_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2031,relay_block_number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2031,relay_state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2031,extrinsic_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2031,event_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2031,transfer_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2031,trace_count,INT64,,
Polkadot (DOT),crypto_polkadot,logs2048,log_id,STRING,,
Polkadot (DOT),crypto_polkadot,logs2048,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,logs2048,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,logs2048,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,logs2048,log,JSON,,
Polkadot (DOT),crypto_polkadot,logs2093,log_id,STRING,Log ID of the form '{blocknumber}-{logIndex}',
Polkadot (DOT),crypto_polkadot,logs2093,block_hash,STRING,Block hash of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2093,block_time,TIMESTAMP,Block time of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2093,block_number,INT64,Block number of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2093,log,JSON,Raw Log data in JSON form,
Polkadot (DOT),crypto_polkadot,chains,para_id,INT64,"Para ID of the parachain, or 0 if the chain is the relay chain",
Polkadot (DOT),crypto_polkadot,chains,id,STRING,"String representation of the chain, in lowercase without spaces, suitable for subdomains",
Polkadot (DOT),crypto_polkadot,chains,chain_name,STRING,"String representation of the chain, in mixed case potentially with spaces, suitable for display",
Polkadot (DOT),crypto_polkadot,chains,ss58_prefix,INT64,SS58 Prefix used for SS58 Encoded addresses,
Polkadot (DOT),crypto_polkadot,chains,symbol,STRING,Primary native token of the chain,
Polkadot (DOT),crypto_polkadot,chains,is_evm,BOOL,"true if the chain supports EVM Contracts, otherwise false",
Polkadot (DOT),crypto_polkadot,chains,is_wasm,BOOL,"true if the chain supports WASM Contracts, otherwise false",
Polkadot (DOT),crypto_polkadot,chains,icon_url,STRING,Icon URL,
Polkadot (DOT),crypto_polkadot,balances2048,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances2048,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances2048,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2048,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances2048,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2048,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,logs2086,log_id,STRING,,
Polkadot (DOT),crypto_polkadot,logs2086,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,logs2086,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,logs2086,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,logs2086,log,JSON,,
Polkadot (DOT),crypto_polkadot,specversions0,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions0,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions0,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions0,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions0,spec,JSON,,
Polkadot (DOT),crypto_polkadot,balances2032,symbol,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,address_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,address_pubkey,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,ts,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,balances2032,id,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,chain_name,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,asset,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,balances2032,free,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,free_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,reserved,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,reserved_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,misc_frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,misc_frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,frozen,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,frozen_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,price_usd,FLOAT64,,
Polkadot (DOT),crypto_polkadot,balances2032,nonce,INT64,,
Polkadot (DOT),crypto_polkadot,balances2032,free_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,reserved_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,misc_frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,frozen_raw,STRING,,
Polkadot (DOT),crypto_polkadot,balances2032,flags_raw,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,parent_hash,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2006,state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,extrinsics_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,blocks2006,author_ss58,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,author_pub_key,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2006,relay_block_number,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2006,relay_state_root,STRING,,
Polkadot (DOT),crypto_polkadot,blocks2006,extrinsic_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2006,event_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2006,transfer_count,INT64,,
Polkadot (DOT),crypto_polkadot,blocks2006,trace_count,INT64,,
Polkadot (DOT),crypto_polkadot,calls2040,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls2040,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls2040,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls2040,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,calls2040,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,calls2040,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,calls2040,extrinsic_hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,calls2040,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,calls2040,extrinsic_section,STRING,Pallet/section of extrinsic (top-level call),
Polkadot (DOT),crypto_polkadot,calls2040,extrinsic_method,STRING,Method of extrinsic  (top-level call),
Polkadot (DOT),crypto_polkadot,calls2040,call_id,STRING,Call ID of extrinsic,
Polkadot (DOT),crypto_polkadot,calls2040,call_index,STRING,The 2 bytes index of the call_section:call_method,
Polkadot (DOT),crypto_polkadot,calls2040,call_section,STRING,Pallet/section of call (top-level call),
Polkadot (DOT),crypto_polkadot,calls2040,call_method,STRING,Method of call,
Polkadot (DOT),crypto_polkadot,calls2040,call_args,JSON,Args of call,
Polkadot (DOT),crypto_polkadot,calls2040,call_args_def,JSON,Args Definition of call,
Polkadot (DOT),crypto_polkadot,calls2040,root,BOOL,Whether the call is root (top-level call),
Polkadot (DOT),crypto_polkadot,calls2040,leaf,BOOL,Whether the call is leaf (bottom-level call),
Polkadot (DOT),crypto_polkadot,calls2040,fee,FLOAT64,Fee of extrinsic,
Polkadot (DOT),crypto_polkadot,calls2040,fee_usd,FLOAT64,Fee USD of extrinsic (if available),
Polkadot (DOT),crypto_polkadot,calls2040,weight,INT64,Extrinsic weight (if available),
Polkadot (DOT),crypto_polkadot,calls2040,signed,BOOL,Whether extrinsic has been signed (true) or not (false),
Polkadot (DOT),crypto_polkadot,calls2040,signer_ss58,STRING,"SS58 Address of Signer of extrinsic, if signed",
Polkadot (DOT),crypto_polkadot,calls2040,signer_pub_key,STRING,Pub key of Signer of extrinsic,
Polkadot (DOT),crypto_polkadot,calls2040,lifetime,JSON,Lifetime of extrinsic,
Polkadot (DOT),crypto_polkadot,events3338,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events3338,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events3338,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events3338,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events3338,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3338,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3338,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3338,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3338,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3338,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,transfers3345,event_id,STRING,Event ID for the transfer,
Polkadot (DOT),crypto_polkadot,transfers3345,section,STRING,Section/Pallet for the event,
Polkadot (DOT),crypto_polkadot,transfers3345,method,STRING,Event method,
Polkadot (DOT),crypto_polkadot,transfers3345,extrinsic_id,STRING,Extrinsic ID of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers3345,extrinsic_hash,STRING,Extrinsic Hash of the extrinsic which includes the event,
Polkadot (DOT),crypto_polkadot,transfers3345,block_time,TIMESTAMP,Block time of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers3345,block_number,INT64,Block number of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers3345,block_hash,STRING,Block hash of the block which includes the event,
Polkadot (DOT),crypto_polkadot,transfers3345,from_ss58,STRING,SS58 Encoded address of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers3345,from_pub_key,STRING,Pub key of the origin of the transfer,
Polkadot (DOT),crypto_polkadot,transfers3345,to_ss58,STRING,SS58 Encoded address of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers3345,to_pub_key,STRING,Pub key of the recipient of the transfer,
Polkadot (DOT),crypto_polkadot,transfers3345,asset,STRING,String representation of the transfer,
Polkadot (DOT),crypto_polkadot,transfers3345,price_usd,FLOAT64,Estimated USD value of 1 token of the transfer,
Polkadot (DOT),crypto_polkadot,transfers3345,amount_usd,FLOAT64,Estimated value of the transfer in USD,
Polkadot (DOT),crypto_polkadot,transfers3345,symbol,STRING,"Symbol of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers3345,decimals,INT64,"Decimals of the asset, if available",
Polkadot (DOT),crypto_polkadot,transfers3345,amount,FLOAT64,Decimalized version of the asset,
Polkadot (DOT),crypto_polkadot,transfers3345,raw_amount,NUMERIC,Raw (non-decimalized) version of the amount of the asset being transferred,
Polkadot (DOT),crypto_polkadot,events3344,event_id,STRING,Event ID of the event ('blocknumber-extrinsicIndex-eventIdx'),
Polkadot (DOT),crypto_polkadot,events3344,section,STRING,Event section of the event,
Polkadot (DOT),crypto_polkadot,events3344,method,STRING,Event method of the event,
Polkadot (DOT),crypto_polkadot,events3344,data,JSON,JSON data of the event,
Polkadot (DOT),crypto_polkadot,events3344,extrinsic_id,STRING,Extrinsic ID of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3344,extrinsic_hash,STRING,Extrinsic hash of the extrinsic that includes this event,
Polkadot (DOT),crypto_polkadot,events3344,block_time,TIMESTAMP,Block time (unix time) of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3344,block_number,INT64,Block number of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3344,block_hash,STRING,Block hash of the block that includes this event,
Polkadot (DOT),crypto_polkadot,events3344,data_decoded,JSON,"Decoded JSON data of the event, if available",
Polkadot (DOT),crypto_polkadot,logs2008,log_id,STRING,Log ID of the form '{blocknumber}-{logIndex}',
Polkadot (DOT),crypto_polkadot,logs2008,block_hash,STRING,Block hash of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2008,block_time,TIMESTAMP,Block time of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2008,block_number,INT64,Block number of the block for the Log ID,
Polkadot (DOT),crypto_polkadot,logs2008,log,JSON,Raw Log data in JSON form,
Polkadot (DOT),crypto_polkadot,specversions2037,spec_version,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2037,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,specversions2037,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,specversions2037,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,specversions2037,spec,JSON,,
Polkadot (DOT),crypto_polkadot,logs2051,log_id,STRING,,
Polkadot (DOT),crypto_polkadot,logs2051,block_hash,STRING,,
Polkadot (DOT),crypto_polkadot,logs2051,block_time,TIMESTAMP,,
Polkadot (DOT),crypto_polkadot,logs2051,block_number,INT64,,
Polkadot (DOT),crypto_polkadot,logs2051,log,JSON,,
Polkadot (DOT),crypto_polkadot,calls3369,relay_chain,STRING,,
Polkadot (DOT),crypto_polkadot,calls3369,para_id,INT64,,
Polkadot (DOT),crypto_polkadot,calls3369,id,STRING,,
Polkadot (DOT),crypto_polkadot,calls3369,block_hash,STRING,Block hash of extrinsic,
Polkadot (DOT),crypto_polkadot,calls3369,block_number,INT64,Block number that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,calls3369,block_time,TIMESTAMP,Block timestamp of block that includes the extrinsic,
Polkadot (DOT),crypto_polkadot,calls3369,extrinsic_hash,STRING,"Hash of extrinsic data -- because of account reaping, may not be unique",
Polkadot (DOT),crypto_polkadot,calls3369,extrinsic_id,STRING,Extrinsic ID of extrinsic,
Polkadot (DOT),crypto_polkadot,calls3369,extrinsic_section,STRING,Pallet/section of extrinsic (top-level call),
Polkadot (DOT),crypto_polkadot,calls3369,extrinsic_method,STRING,Method of extrinsic  (top-level call),
Polkadot (DOT),crypto_polkadot,calls3369,call_id,STRING,Call ID of extrinsic,
Polkadot (DOT),crypto_polkadot,calls3369,call_index,STRING,The 2 bytes index of the call_section:call_method,
Polkadot (DOT),crypto_polkadot,calls3369,call_section,STRING,Pallet/section of call (top-level call),
Polkadot (DOT),crypto_polkadot,calls3369,call_method,STRING,Method of call,
Polkadot (DOT),crypto_polkadot,calls3369,call_args,JSON,Args of call,
Polkadot (DOT),crypto_polkadot,calls3369,call_args_def,JSON,Args Definition of call,
Polkadot (DOT),crypto_polkadot,calls3369,root,BOOL,Whether the call is root (top-level call),
Polkadot (DOT),crypto_polkadot,calls3369,leaf,BOOL,Whether the call is leaf (bottom-level call),
